name,hex,l,a,b,flag
Caterpillar,#66a545,0.65777814,-0.10471699,0.10044411,false
Catfish,#657d82,0.57248247,-0.024558127,-0.01518631,true
Cathay Spice,#9d632d,0.5528995,0.049654722,0.089024454,false
Cathedral,#acaaa7,0.73877364,0.0009838641,0.0047470927,true
Cathedral Glass,#7a999c,0.6605173,-0.03187856,-0.013952434,false
Cathedral Grey,#aba9a7,0.7358584,0.0013882816,0.003396213,false
Cathedral Stone,#80796e,0.57906646,0.0034483075,0.018226057,false
Cathode Green,#00ff55,0.8700845,-0.22060916,0.14912564,true
Catkin Yellow,#cca800,0.7421532,-0.008987099,0.15176007,false
Catlinite,#9e4d28,0.51466966,0.08618501,0.0820663,false
Catmint,#c9a8ce,0.7728466,0.050679684,-0.039772093,false
Catnip,#80aa95,0.70132554,-0.052465647,0.016153574,true
Catnip Wood,#6f6066,0.50543714,0.021030456,-0.0030382574,false
Catskill Brown,#595452,0.44998202,0.005334571,0.005017996,false
Catskill White,#e0e4dc,0.9135634,-0.0071953535,0.009012759,false
Cattail Brown,#917546,0.57852614,0.013335407,0.071914434,false
Cattail Red,#b64925,0.54549396,0.11811291,0.092472374,false
Catwalk,#4a4649,0.39914188,0.00652726,-0.003158152,false
Caught Red-Handed,#be4236,0.55143464,0.14150289,0.077989906,false
Caulerpa Lentillifera,#599c99,0.64752775,-0.06715724,-0.014119804,false
Cauliflower,#ebe5d0,0.9210156,-0.0018801391,0.028575957,true
Cauliflower Cream,#f2e4c7,0.9225466,0.0033837855,0.041045308,false
Causeway,#6f788f,0.5734512,-0.0010514259,-0.037083447,false
Caustic Green,#11dd00,0.77847606,-0.20839256,0.1612575,false
Cautious Blue,#d5dde5,0.8937908,-0.00524202,-0.012964249,false
Cautious Grey,#dfd8d9,0.88806874,0.0077281,0.0009909868,false
Cautious Jade,#dae4de,0.90958834,-0.012575418,0.0046038628,false
Cavalry,#3f4c5a,0.41075918,-0.009657621,-0.027191907,false
Cavalry Brown,#990003,0.42902458,0.15413855,0.08444196,false
Cavan,#dce2ce,0.9027578,-0.013985306,0.023692429,false
Cave Lake,#52b7c6,0.7255556,-0.08402777,-0.045550466,false
Cave of the Winds,#86736e,0.5718267,0.020541564,0.014451802,false
Cave Painting,#aa1100,0.46925595,0.15892567,0.09414598,false
Cave Pearl,#d6e5e2,0.90979946,-0.016483545,-0.0007725954,false
Caveman,#625c58,0.4791177,0.0055860877,0.0083271265,true
Cavendish,#fed200,0.875948,-0.010967225,0.17912298,false
Cavern Clay,#b69981,0.7027862,0.023070931,0.042521,false
Cavern Echo,#cec3b3,0.8218051,0.0054825246,0.024582863,false
Cavern Moss,#92987d,0.6672411,-0.01817745,0.0346995,false
Cavern Pink,#e0b8b1,0.8158575,0.041245013,0.023519754,false
Cavern Sand,#947054,0.57395464,0.031423226,0.05237168,false
Cavernous,#515252,0.4376792,-0.0012423545,-0.0003823638,false
Caviar,#2b2c30,0.29369545,0.00060489774,-0.0073331,true
Caviar Black,#533e39,0.38528302,0.025681987,0.017143935,false
Caviar Couture,#772244,0.39586338,0.121906385,-0.00028839707,false
Cavolo Nero,#72939e,0.6422075,-0.030754268,-0.026025832,true
Cay,#a6d0d6,0.82956755,-0.039996535,-0.020421445,false
Cayenne,#941100,0.42565522,0.14133503,0.08543061,true
Cayman Bay,#52798d,0.55486965,-0.03354597,-0.04183814,false
Cayman Green,#495a44,0.4464954,-0.030738473,0.027073026,false
Ce Soir,#9271a7,0.6008962,0.058709115,-0.06582713,false
Cedar,#463430,0.34398437,0.022779375,0.014659405,false
Cedar Chest,#c95a49,0.6032239,0.1249294,0.0740239,true
Cedar Forest,#788078,0.5906871,-0.012572348,0.008680075,false
Cedar Glen,#686647,0.5036549,-0.011809483,0.044640154,false
Cedar Green,#69743e,0.53643835,-0.03719513,0.06836635,false
Cedar Grove,#bf6955,0.6144024,0.09482546,0.064227015,false
Cedar Mill,#b7bcad,0.78701496,-0.01137799,0.018254757,false
Cedar Plank,#8b786f,0.58768773,0.018660575,0.019950926,false
Cedar Plank Salmon,#a96a50,0.58652186,0.06553975,0.061243743,false
Cedar Ridge,#9b6663,0.56597066,0.06360808,0.027058482,false
Cedar Staff,#91493e,0.49218303,0.086147234,0.049876094,false
Cedar Wood,#a97367,0.60818297,0.059800863,0.03886658,false
Cedar Wood Finish,#711a00,0.36305907,0.10159714,0.073081836,false
Cedarville,#dda896,0.7760174,0.052310616,0.04323268,false
Ceil,#92a1cf,0.71387565,0.00065913796,-0.06948942,false
Ceiling Bright White,#e9ebe7,0.93741703,-0.003570795,0.0044845343,false
Celadon,#ace1af,0.85987616,-0.07284483,0.048754215,true
Celadon Blue,#007ba7,0.5478393,-0.06853524,-0.08896467,false
Celadon Glaze,#ccd4cb,0.86121964,-0.0118558705,0.009189129,false
Celadon Green,#2f847c,0.5604067,-0.08092567,-0.009086251,false
Celadon Porcelain,#7ebea5,0.75101817,-0.07355738,0.01585275,true
Celadon Sorbet,#b1dac6,0.85344154,-0.04920605,0.014040887,false
Celadon Tint,#c6cab8,0.8308887,-0.011376709,0.022208989,false
Celandine,#ebe667,0.9045975,-0.043139845,0.14173251,false
Celandine Green,#b8bfaf,0.79463106,-0.013879091,0.018889844,false
Celeb City,#9d86ad,0.6544694,0.041192383,-0.047017097,false
Celebration,#e6c17a,0.82766914,0.012275457,0.09815526,false
Celebration Blue,#008bc4,0.6025763,-0.07219434,-0.10851225,false
Celery,#b4c04c,0.775729,-0.05853343,0.12733638,true
Celery Bunch,#d4e0b3,0.8861034,-0.03033492,0.0529989,false
Celery Green,#c5cc7b,0.8215163,-0.040306717,0.09625608,false
Celery Ice,#eaebd1,0.9324344,-0.011098117,0.03251958,false
Celery Mousse,#c1fd95,0.9299446,-0.09999642,0.10708386,true
Celery Powder,#c5bda5,0.79846513,-0.0010196567,0.034028232,false
Celery Root,#d4e4ba,0.8960029,-0.0331015,0.048106313,false
Celery Satin,#d0d8be,0.8690745,-0.018613964,0.030890405,false
Celery Scepter,#e1df9a,0.88918114,-0.025399,0.08486372,true
Celery Sprig,#9ed686,0.8181453,-0.08900732,0.08387464,false
Celery Stick,#caedd0,0.91311264,-0.04643482,0.026655674,false
Celery Victor,#cceec2,0.91318434,-0.051570117,0.045455515,false
Celery White,#dbd9cd,0.88355684,-0.002561003,0.016132295,false
Celeste,#b2ffff,0.9502116,-0.07232946,-0.02068311,false
Celeste Blue,#406374,0.47997916,-0.031272054,-0.03732106,false
Celestial,#007894,0.53063196,-0.07309115,-0.06490138,true
Celestial Alien,#11cc00,0.7332427,-0.19595993,0.15188429,false
Celestial Blue,#2c4d69,0.40790594,-0.02523239,-0.055782944,false
Celestial Canvas,#0a2538,0.25445426,-0.022143826,-0.043081403,false
Celestial Cathedral,#daeaf6,0.92870134,-0.011778504,-0.020478666,true
Celestial Coral,#dd4455,0.6097782,0.17878452,0.060251623,false
Celestial Crown,#ead97c,0.8796454,-0.01845318,0.114215076,true
Celestial Dragon,#992266,0.4681347,0.16426909,-0.026898801,false
Celestial Glow,#eaebe9,0.9387401,-0.0017837882,0.0022429824,false
Celestial Green,#2ddfc1,0.812148,-0.14196053,0.005764365,false
Celestial Horizon,#7c94b3,0.6591652,-0.013967335,-0.052030325,true
Celestial Indigo,#091f92,0.330914,-0.014421254,-0.18411759,false
Celestial Light,#c7dae8,0.87843275,-0.014207244,-0.024310231,false
Celestial Moon,#e3d4b9,0.8750646,0.005303383,0.039375722,false
Celestial Pink,#9c004a,0.44652614,0.17956647,0.010443628,false
Celestial Plum,#3c7ac2,0.5731148,-0.035849214,-0.12363359,false
Celestine,#85c1c4,0.7711182,-0.05808392,-0.021029353,false
Celestine Spring,#24a4c8,0.66886705,-0.08563089,-0.07818246,false
Celestra Grey,#99a7ab,0.7185926,-0.013514757,-0.010081172,false
Celestyn,#b5c7d2,0.81940186,-0.014539748,-0.020384252,false
Celine,#826167,0.52811855,0.043357223,0.0049825907,false
Cellar Door,#75553f,0.47766742,0.03068979,0.044696927,false
Cellini Gold,#ddb582,0.796771,0.023773491,0.07771599,false
Cello,#3a4e5f,0.41424623,-0.016304046,-0.03424254,false
Celluloid,#515153,0.43564063,0.00090812147,-0.0031124651,false
Celosia Orange,#e76a35,0.6678168,0.12592748,0.112538636,false
Celtic,#2b3f36,0.34754235,-0.028992668,0.0076881647,false
Celtic Blue,#246bce,0.5398409,-0.035204828,-0.16480851,false
Celtic Clover,#006940,0.458776,-0.0993541,0.03985071,false
Celtic Green,#1f6954,0.4696304,-0.078688934,0.0134935975,false
Celtic Grey,#c5d4ce,0.85682297,-0.017889738,0.003152728,false
Celtic Linen,#f5e5ce,0.92866796,0.007853895,0.034245193,false
Celtic Queen,#00886b,0.55783755,-0.108017966,0.01733324,false
Celtic Rush,#2e4c5b,0.39949182,-0.027536497,-0.034054726,false
Celtic Spring,#aadeb2,0.852686,-0.06951162,0.041705012,false
Celuce,#8bab68,0.7008139,-0.06270248,0.0762254,false
Cembra Blossom,#725671,0.49172398,0.046105817,-0.029336035,false
Cement,#a5a391,0.7120583,-0.005235046,0.024989843,false
Cement Feet,#7b737b,0.56535834,0.012807369,-0.008710384,true
Cement Greige,#b5aba4,0.74758583,0.0081909,0.01286298,false
Cemetery Ash,#c0c7d0,0.8269399,-0.0039164424,-0.0142380595,false
Cendre Blue,#3e7fa5,0.57011706,-0.048485696,-0.07416245,false
Census,#327a68,0.5284721,-0.07732163,0.007905602,false
Centaur,#90673f,0.54710865,0.033163324,0.06907791,false
Centaur Brown,#8b6a4f,0.5504722,0.028479561,0.05029306,false
Centennial Rose,#b3a7a6,0.7382232,0.012876421,0.005533099,false
Centeōtl Yellow,#f7e077,0.9044687,-0.016137093,0.12700129,false
Center Earth,#685549,0.46514058,0.018536672,0.025532454,false
Center Field,#008b56,0.5608562,-0.121618375,0.04908991,true
Center Ridge,#817a69,0.5808397,0.00079262257,0.026546389,false
Center Stage,#ffc100,0.84407836,0.014856875,0.17233503,false
Centipede Brown,#6d2400,0.36773044,0.0838413,0.0742356,false
Centra,#c08f45,0.6827962,0.027495071,0.10519132,false
Centre Stage,#c8c7cb,0.8316514,0.0026072562,-0.0049650073,false
Century’s Last Sunset,#9c7b87,0.6182155,0.043916196,-0.0040617883,false
Ceramic,#fcfff9,0.99608946,-0.005277723,0.006621659,true
Ceramic Beige,#edd1ac,0.87488,0.015408009,0.05598718,false
Ceramic Blue Turquoise,#16a29a,0.64372236,-0.10698542,-0.015966773,false
Ceramic Brown,#a05843,0.5400432,0.08023621,0.0606682,false
Ceramic Glaze,#e8a784,0.7819172,0.059170842,0.068718135,false
Ceramic Green,#3bb773,0.69455993,-0.13417456,0.06241274,false
Ceramic Pot,#908268,0.6121872,0.0050882995,0.04079184,false
Ceramite White,#fefee0,0.98926735,-0.011460066,0.037270904,false
Cereal Flake,#efd7ab,0.8881942,0.008195668,0.06283504,true
Cerebellum Grey,#cccbcd,0.8434942,0.0018302798,-0.002307117,false
Cerebral Grey,#cccccc,0.84522235,-3.5762787e-7,5.9604645e-8,false
Ceremonial Gold,#d69e59,0.73849666,0.036432803,0.1028316,false
Ceremonial Grey,#91998e,0.67316216,-0.013445735,0.01251632,false
Ceremonial Purple,#2a2756,0.30307454,0.018806323,-0.080153644,false
Cerignola Olive,#997b00,0.59445876,-0.003442973,0.12151864,false
Cerise,#ad134e,0.48674378,0.18398035,0.021397442,false
Cerise Pink,#ec3b83,0.6376356,0.21760896,0.00466758,false
Cerise Red,#de3163,0.59789073,0.2049458,0.035737753,false
Certain Peach,#f2bda2,0.8391902,0.047584772,0.053406,false
Cerulean,#55aaee,0.7140626,-0.054248452,-0.11745769,true
Cerulean Blue,#2a52be,0.47716066,-0.015532672,-0.17523608,false
Cerulean Frost,#6d9bc3,0.671872,-0.03216794,-0.07073587,false
Cerulean Tint,#acbfcd,0.7945914,-0.014522582,-0.024914265,false
Cetacean Blue,#001440,0.21022308,-0.014456347,-0.08772676,false
Ceylanite,#33431e,0.35893258,-0.038501084,0.04854414,false
Ceylon Cream,#f3e9d6,0.93683976,0.0030876994,0.027253151,false
Ceylon Yellow,#d4ae40,0.7651979,0.0012158453,0.13240692,false
Ceylonese,#756858,0.5249077,0.008637711,0.028011262,false
CG Blue,#007aa5,0.5442811,-0.068378836,-0.087439,false
CG Red,#e03c31,0.6018544,0.17772146,0.09683809,false
CGA Blue,#56ffff,0.91520584,-0.13140267,-0.03530395,false
CGA Pink,#fc0fc0,0.6663994,0.2691884,-0.082234025,false
Chá Lǜ Green,#77926f,0.6292818,-0.04480329,0.039507896,false
Chaat Masala,#ec7d2c,0.70281243,0.10061638,0.12791288,false
Chablis,#fde9e0,0.9475974,0.017434537,0.01797384,false
Chafed Wheat,#f6e0cf,0.9200406,0.016611248,0.028860152,false
Chagall Green,#008b62,0.56367,-0.11556302,0.033341497,false
Chai,#ebcfae,0.86962956,0.017036855,0.05120915,false
Chai Latte,#f9cba0,0.8719229,0.032930374,0.06940454,true
Chai Spice,#bd7c4f,0.644288,0.058646202,0.08251214,false
Chai Tea,#a97b2d,0.6146132,0.024484694,0.10618463,true
Chai Tea Latte,#efd7b3,0.88991153,0.011386067,0.053237736,false
Chain Gang Grey,#708090,0.59250414,-0.011410147,-0.028742671,false
Chain Mail,#81777f,0.5808637,0.01509583,-0.00788033,true
Chain Reaction,#a4a6a4,0.72292435,-0.0029990673,0.0020583272,false
Chaise Mauve,#c1b2b3,0.77645403,0.016813308,0.0038483143,false
Chakra,#8b5e8f,0.5476741,0.073519796,-0.05362442,false
Chalcedony,#dddd99,0.8816484,-0.02717334,0.083286166,false
Chalcedony Green,#4b6057,0.468821,-0.028582186,0.0065422356,false
Chalcedony Violet,#6770ae,0.5643271,0.011008829,-0.0957652,false
Chalet,#c29867,0.7076359,0.027950466,0.07746765,true
Chalet Green,#5a6e41,0.5099874,-0.043941766,0.05581194,false
Chalk,#edeae5,0.9379819,0.0011999309,0.0073437095,false
Chalk Dust,#eaebe6,0.9379068,-0.002924472,0.006073892,false
Chalkware,#e0ceb7,0.86012506,0.01017946,0.035531282,false
Chalky,#dfc281,0.82420236,0.0055704415,0.08931047,false
Chalky Blue White,#d0ebf1,0.922203,-0.024904996,-0.01591909,false
Challah Bread,#cd7a50,0.6607575,0.0810114,0.08629498,false
Chambray,#475877,0.4592423,-0.007539466,-0.054627538,false
Chambray Blue,#93aece,0.74155074,-0.016270936,-0.052812874,false
Chameleon,#cedaac,0.8674871,-0.030914396,0.054434717,false
Chameleon Tango,#c0c2a0,0.8035167,-0.015939474,0.043411016,false
Chamois,#e8cd9a,0.8588322,0.008768916,0.07243514,false
Chamois Cloth,#f0e1d0,0.9172051,0.009169757,0.026525676,false
Chamois Leather,#ad8867,0.6536685,0.029309094,0.05763954,false
Chamois Tan,#b3a385,0.7213827,0.005450785,0.0452317,false
Chamois Yellow,#986e19,0.5668768,0.01956056,0.10706055,false
Chamoisee,#a0785a,0.60477555,0.034994468,0.05594614,false
Chamomile,#e4c697,0.8407909,0.013772666,0.069033146,false
Chamomile Tea,#dac395,0.82535094,0.0064585805,0.06575209,false
Champagne,#e9d2ac,0.87330574,0.009554237,0.055531442,true
Champagne Beige,#d4c49e,0.82395566,0.0019934177,0.05385357,false
Champagne Bliss,#f0e1c5,0.9145133,0.004848808,0.040220857,false
Champagne Bubbles,#ddcead,0.85519904,0.0029125214,0.047013342,false
Champagne Burst,#f1e4cb,0.9226765,0.0039045513,0.035790563,false
Champagne Cocktail,#e3d7ae,0.87855,-0.0035473108,0.055503964,false
Champagne Elegance,#ebd3e4,0.8915402,0.03181991,-0.014012396,false
Champagne Flute,#f6ece2,0.9482076,0.006550342,0.015907347,false
Champagne Gold,#e8d6b3,0.88189435,0.005317867,0.050133646,true
Champagne Grape,#c5b067,0.75930774,-0.006419301,0.09605074,false
Champagne Ice,#f3e5dd,0.93084025,0.011553854,0.014769793,false
Champagne Peach,#faddc4,0.91504174,0.021028638,0.04122734,false
Champagne Rose,#e3d6cc,0.8838073,0.0098670125,0.01718831,false
Champagne Tickle,#f8eec4,0.9465075,-0.0059626102,0.055246174,false
Champagne Wishes,#efd4ae,0.8829512,0.013877273,0.056745112,false
Champignon,#949089,0.6546755,0.0016084015,0.011144757,false
Champion,#7b5986,0.5165273,0.05911863,-0.053784817,false
Champion Blue,#606788,0.5207418,0.0047242343,-0.052661687,false
Champlain Blue,#435572,0.44678882,-0.009408191,-0.052128524,false
Chance of Rain,#a0a6a9,0.72123885,-0.005340934,-0.0061221123,false
Chandra Cream,#ecba5d,0.8159882,0.01952234,0.123093426,false
Changeling Pink,#f4afcd,0.82727647,0.087690234,-0.013190806,false
Channel,#f1c3c2,0.85715395,0.049668998,0.017776132,true
Channel Marker Green,#04d8b2,0.78714484,-0.14870766,0.016058803,false
Chanoyu,#eee8d2,0.9298561,-0.0022665858,0.029758692,false
Chanterelle,#ffc66e,0.86022097,0.028517544,0.120705605,true
Chanterelle Sauce,#a28776,0.6437128,0.024272472,0.033395052,false
Chanticleer,#870000,0.3914731,0.14018165,0.078453705,false
Chantilly,#edb8c7,0.8344524,0.06398323,-0.000169456,true
Chantilly Lace,#f1e2de,0.9236483,0.01416409,0.010044813,false
Chaos Black,#0f0f0f,0.16841611,7.450581e-9,0.0,false
Chaotic Red,#740600,0.35431096,0.12168867,0.07106547,false
Chaotic Roses,#bb2266,0.52752817,0.19230644,0.00080400705,true
Chaparral,#e5d0b0,0.86675596,0.009807348,0.04764366,false
Chapeau Violet,#dee5ec,0.9186171,-0.0045604706,-0.011264563,false
Chapel Blue,#b0d2e7,0.84585285,-0.026577681,-0.038269043,false
Chapel Wall,#ede2ac,0.9085439,-0.009772837,0.07017481,false
Chaps,#644b41,0.4364914,0.02776277,0.025726527,false
Chapter,#9f9369,0.66317004,-0.004226804,0.059614062,false
Charade,#394043,0.36613485,-0.007499531,-0.0075908005,false
Charadon Granite,#504d4c,0.422763,0.0033314526,0.0027407706,false
Charcoal,#343837,0.33647463,-0.0057408065,0.000062823296,true
Charcoal Briquette,#5d625c,0.48978955,-0.008699,0.0071719587,false
Charcoal Dust,#595758,0.45897853,0.0029198676,-0.0007651448,false
Charcoal Sketch,#5d5b56,0.47142264,0.000188604,0.008311033,false
Charcoal Smoke,#474f43,0.4165181,-0.015628755,0.015575141,false
Charcoal Smudge,#60605e,0.48839918,-0.00089231133,0.0030094683,false
Charcoal Tint,#949d8d,0.68406236,-0.016606987,0.018931985,false
Chard,#48553f,0.43154567,-0.026343197,0.028480113,false
Chardon,#f8eadf,0.9451501,0.010359496,0.018493176,false
Chardonnay,#efe8bc,0.9255377,-0.009954065,0.056958735,false
Charisma,#632a60,0.38622078,0.09527615,-0.056118906,false
Charismatic,#e7c180,0.82958865,0.015698135,0.09208757,false
Charismatic Red,#ee2244,0.6110473,0.21616837,0.08007452,true
Charismatic Sky,#9ac1dc,0.79187876,-0.02951923,-0.048454463,false
Charleston Cherry,#9f414b,0.5040314,0.12011325,0.035170108,false
Charleston Chocolate,#c09278,0.6970849,0.042308122,0.05175978,false
Charleston Green,#232b2b,0.28139228,-0.010733753,-0.0031861067,false
Charlie Brown,#995500,0.518644,0.058727756,0.105356395,false
Charlie Horse,#948263,0.61492074,0.0076663345,0.0486598,false
Charlock,#e2e483,0.8965983,-0.040370196,0.11319202,false
Charlotte,#a4dce6,0.85934705,-0.051095307,-0.02917999,false
Charm,#d0748b,0.66741,0.11714059,0.009724736,true
Charm Pink,#e68fac,0.7476649,0.11052582,-0.002628684,false
Charmed Chalice,#a1a1a0,0.7086976,-0.00040522218,0.001373291,false
Charmed Green,#007f3a,0.5215811,-0.12362304,0.070061505,false
Charming Cherry,#ff90a2,0.7764316,0.13246581,0.024136543,false
Charming Green,#d4e092,0.8796072,-0.043741763,0.09110397,false
Charming Nature,#11bb44,0.6910034,-0.17016083,0.11216673,false
Charming Peach,#f5ad75,0.8043485,0.058550537,0.09447503,true
Charming Pink,#edd3d2,0.8880724,0.02730158,0.010129869,false
Charming Violet,#8c7281,0.581783,0.037240863,-0.011508465,false
Charoite Violet,#6a577f,0.4914404,0.038849503,-0.05384454,false
Charolais Cattle,#f1ebea,0.94445634,0.0058168173,0.0032024384,false
Charon,#a1a29c,0.709636,-0.0035509765,0.007867694,false
Charred Brown,#3e0007,0.22980084,0.08587345,0.034547985,false
Charred Chocolate,#553b3d,0.3824055,0.035903603,0.008848667,false
Charred Clay,#885132,0.49159595,0.05644074,0.06538421,false
Charred Hickory,#5b4e4a,0.4356442,0.014762849,0.011452943,false
Charsiu,#c01205,0.5126953,0.17595078,0.10105306,false
Charted,#b2cce1,0.832637,-0.01880896,-0.0361315,false
Charter,#69b2cf,0.7267438,-0.058870316,-0.06020397,false
Charter Blue,#546e91,0.5320102,-0.015323162,-0.061502606,false
Chartreuse,#c1f80a,0.9079427,-0.1270298,0.18584836,true
Chartreuse Frost,#e4dcc6,0.8949799,-0.00018250942,0.03066516,false
Chartreuse Shot,#dad000,0.83867794,-0.049807757,0.17191786,false
Chartreuse Spark,#b5cc18,0.8002581,-0.0843291,0.16042599,false
Charybdis,#16a3cb,0.66591007,-0.08714113,-0.084652245,false
Chasm,#876044,0.523026,0.036176473,0.054499537,false
Chasm Green,#63b521,0.6940454,-0.13534203,0.13466221,false
Chaste Blossoms,#9944ee,0.5840333,0.12809163,-0.20351657,false
Chat Orange,#f79a3e,0.76637125,0.07269195,0.13291523,false
Chateau,#b5a28a,0.7223179,0.011393309,0.038609207,false
Chateau Brown,#5b4b44,0.42702866,0.017385319,0.017361134,false
Chateau de Chillon,#a2aab3,0.73444986,-0.005104691,-0.014998853,false
Chateau Green,#419f59,0.6286066,-0.11759502,0.06995389,false
Chateau Rose,#dba3ce,0.7810607,0.07854217,-0.036815166,false
Chatelle,#b3abb6,0.75124776,0.013075978,-0.012228131,false
Chathams Blue,#2c5971,0.4427114,-0.03723389,-0.05124706,false
Chatroom,#b0ab9c,0.74113643,-0.00062429905,0.021811843,false
Chatty Cricket,#89b386,0.72416466,-0.06266734,0.04714179,false
Chatura Beige,#a09287,0.6690587,0.011360019,0.020138562,false
Chayote,#c7e2c6,0.8853408,-0.038526803,0.027784944,false
Che Guevara Red,#ed214d,0.6102064,0.21932103,0.06929362,true
Cheater,#eeb15d,0.80087686,0.035735667,0.11823213,false
Cheddar,#ee9a09,0.7530652,0.053810284,0.15190786,true
Cheddar Biscuit,#d2ad87,0.7713039,0.025849551,0.06183678,false
Cheddar Cheese,#f0843a,0.720399,0.09776801,0.12327367,false
Cheddar Chunk,#f9c982,0.86279064,0.024394155,0.10122317,false
Cheddar Corn,#f5d4b5,0.8898526,0.023176879,0.0502488,false
Cheddar Pink Mauve,#b67daf,0.66387707,0.0852291,-0.047311902,false
Cheek Red,#a55a55,0.55401486,0.09012419,0.041601986,true
Cheeky Chestnut,#7b4d3a,0.46788788,0.050597295,0.04737115,true
Cheerful Heart,#dcc7c0,0.8451762,0.019858748,0.016281724,false
Cheerful Hue,#ffe195,0.9178839,0.0021053255,0.10023534,false
Cheerful Tangerine,#fda471,0.7967847,0.08025217,0.09574056,false
Cheerful Whisper,#d3d7e7,0.8808955,0.0018369853,-0.022291064,false
Cheerful Wine,#7e4258,0.4599924,0.086612985,-0.0034433007,false
Cheerful Yellow,#ffc723,0.8562569,0.008697838,0.16833502,false
Cheerly Kiwi,#bccb08,0.8030806,-0.07653695,0.16385823,true
Cheers!,#c09962,0.7067091,0.022007078,0.08309403,false
Cheery,#f08a88,0.7420897,0.11595136,0.04613352,false
Cheese,#ffa600,0.79445505,0.055105478,0.16176188,true
Cheese It Up,#fdde45,0.90111285,-0.02097109,0.16410547,true
Cheese Please,#ff9613,0.76725435,0.08046833,0.15268338,true
Cheese Powder,#ffe4be,0.93152463,0.013668925,0.056114852,false
Cheese Puff,#ffb96f,0.8361608,0.04888323,0.11162907,false
Cheesecake,#fffcda,0.98468447,-0.0099720955,0.04307437,true
Cheesus,#ffcc77,0.8727911,0.022527128,0.11605972,true
Cheesy Cheetah,#eeb033,0.79525316,0.02576816,0.14749843,true
Cheesy Frittata,#f0e093,0.9024751,-0.013485402,0.097385466,true
Cheesy Grin,#fae195,0.9134576,-0.0033364296,0.098804355,false
Chef’s Hat,#f3f4f5,0.9666728,-0.0006465018,-0.0015873909,true
Chef’s Kiss,#cc3b3b,0.56795156,0.164918,0.07728782,true
Chefchaouen Blue,#a3d1e8,0.8358647,-0.037279874,-0.044302344,false
Chelsea Cucumber,#88a95b,0.6918624,-0.06842217,0.08807516,false
Chelsea Garden,#546d66,0.5125253,-0.03145206,0.0021953583,false
Chelsea Gem,#95532f,0.5127774,0.067830786,0.07504326,false
Chelsea Grey,#b6b7b0,0.776608,-0.0038719475,0.009027302,false
Chelsea Mauve,#beac9f,0.7561763,0.014656782,0.023602307,false
Chéng Hóng Sè Orange,#f94009,0.6458716,0.18746275,0.12793463,false
Chenille,#a6cd91,0.8049318,-0.064778656,0.0649302,false
Chenille Spread,#f1e7d6,0.93129945,0.0038716793,0.024789989,false
Chenille White,#f9efe2,0.9564505,0.00538674,0.019638062,false
Chenin,#dec371,0.82279176,-0.0031664968,0.10644311,false
Cherenkov Radiation,#22bbff,0.7486228,-0.08716422,-0.124424815,false
Cherish Cream,#f4e3cb,0.9232028,0.008534133,0.035860658,false
Cherish is the Word,#e6e4da,0.9176656,-0.0017588437,0.013444781,false
Cherish the Moment,#ccacd7,0.7863136,0.051002532,-0.046903074,false
Cherished,#ba97b1,0.71643984,0.049744487,-0.022767723,false
Cherished One,#fc9293,0.7721949,0.120527655,0.04350072,false
Chernobog,#ac0132,0.472477,0.18017145,0.056050956,false
Chernobog Breath,#e3dcda,0.89945394,0.006559849,0.004862964,false
Cherokee,#f5cd82,0.8666586,0.01383853,0.10281539,false
Cherokee Dignity,#dd7722,0.6722502,0.09080739,0.12616014,false
Cherokee Red,#824e4a,0.48274714,0.06456111,0.029789418,false
Cherries Jubilee,#a22452,0.4785107,0.1635852,0.012143314,false
Cherry,#cf0234,0.540914,0.2030437,0.07548982,true
Cherry Bark,#908279,0.6165484,0.012474656,0.01778087,false
Cherry Berry,#9f4d65,0.5288583,0.111368224,0.0060395896,true
Cherry Blink,#ad5344,0.55054075,0.10380185,0.062488228,false
Cherry Blossom,#f5c1d5,0.8626363,0.06411293,-0.007246554,true
Cherry Blossom Pink,#ffb7c5,0.8502261,0.084632576,0.009175479,false
Cherry Blush,#ffc9dd,0.8889663,0.06580287,-0.006462097,false
Cherry Bomb,#b73d3f,0.5353463,0.14487119,0.06234142,true
Cherry Brandy,#e26b81,0.67513514,0.14661974,0.026861846,false
Cherry Chip,#ffbbb4,0.85285413,0.07207748,0.034391522,false
Cherry Cobbler,#883f41,0.46303388,0.093999565,0.03436169,false
Cherry Cocoa,#8e5e65,0.53564095,0.062530145,0.010861665,false
Cherry Cola,#894c3b,0.48531637,0.0701748,0.051804185,false
Cherry Cordial,#ebbed3,0.84707636,0.05695796,-0.011408925,false
Cherry Crush,#c71414,0.5275654,0.18240385,0.09819892,true
Cherry Fizz,#bd6973,0.61847436,0.10464451,0.024370492,false
Cherry Flower,#fbdae8,0.91970706,0.040151328,-0.0067619085,false
Cherry Foam,#f392a0,0.7645055,0.11571059,0.02232641,false
Cherry Fruit,#cb6276,0.6273539,0.13228026,0.022822887,false
Cherry Hill,#cc5160,0.5999801,0.15028961,0.04257047,false
Cherry Ice,#dd98a6,0.75105983,0.084041804,0.008786619,false
Cherry Juice,#bd9095,0.6973725,0.05385104,0.010609746,false
Cherry Juice Red,#6c2c45,0.39087415,0.095442,-0.0033848882,false
Cherry Kiss,#a32e39,0.4835224,0.14327082,0.051846474,false
Cherry Lolly,#c8385a,0.5641619,0.17678247,0.035835266,false
